255,81,47
255,81,47
255,82,47
255,82,47
255,82,47
255,82,47
255,83,46
255,83,46
255,83,46
255,84,46
254,84,46
254,84,46
254,84,46
254,85,46
254,85,46
254,85,46
254,86,46
254,86,46
254,86,45
254,86,45
254,87,45
254,87,45
254,87,45
254,88,45
254,88,45
254,88,45
254,88,45
254,89,45
253,89,45
253,89,44
253,90,44
253,90,44
253,90,44
253,90,44
253,91,44
253,91,44
253,91,44
253,91,44
253,92,44
253,92,44
253,92,44
253,93,43
253,93,43
253,93,43
253,93,43
253,94,43
252,94,43
252,94,43
252,95,43
252,95,43
252,95,43
252,95,43
252,96,42
252,96,42
252,96,42
252,97,42
252,97,42
252,97,42
252,97,42
252,98,42
252,98,42
252,98,42
252,99,42
252,99,42
251,99,41
251,99,41
251,100,41
251,100,41
251,100,41
251,101,41
251,101,41
251,101,41
251,101,41
251,102,41
251,102,41
251,102,41
251,103,40
251,103,40
251,103,40
251,103,40
251,104,40
251,104,40
250,104,40
250,105,40
250,105,40
250,105,40
250,105,40
250,106,39
250,106,39
250,106,39
250,107,39
250,107,39
250,107,39
250,107,39
250,108,39
250,108,39
250,108,39
250,108,39
250,109,39
250,109,38
249,109,38
249,110,38
249,110,38
249,110,38
249,110,38
249,111,38
249,111,38
249,111,38
249,112,38
249,112,38
249,112,37
249,112,37
249,113,37
249,113,37
249,113,37
249,114,37
249,114,37
249,114,37
248,114,37
248,115,37
248,115,37
248,115,37
248,116,36
248,116,36
248,116,36
248,116,36
248,117,36
248,117,36
248,117,36
248,117,36
248,118,36
248,118,36
248,118,36
248,118,36
248,119,35
248,119,35
247,119,35
247,119,35
247,120,35
247,120,35
247,120,35
247,121,35
247,121,35
247,121,35
247,121,35
247,122,35
247,122,34
247,122,34
247,123,34
247,123,34
247,123,34
247,123,34
246,124,34
246,124,34
246,124,34
246,124,34
246,125,34
246,125,33
246,125,33
246,126,33
246,126,33
246,126,33
246,126,33
246,127,33
246,127,33
246,127,33
246,127,33
246,128,33
245,128,33
245,128,32
245,129,32
245,129,32
245,129,32
245,129,32
245,130,32
245,130,32
245,130,32
245,131,32
245,131,32
245,131,32
245,131,31
245,132,31
245,132,31
245,132,31
244,132,31
244,133,31
244,133,31
244,133,31
244,134,31
244,134,31
244,134,31
244,134,31
244,135,30
244,135,30
244,135,30
244,135,30
244,136,30
244,136,30
244,136,30
244,137,30
243,137,30
243,137,30
243,137,30
243,138,30
243,138,29
243,138,29
243,138,29
243,139,29
243,139,29
243,139,29
243,140,29
243,140,29
243,140,29
243,140,29
243,141,29
243,141,28
242,141,28
242,142,28
242,142,28
242,142,28
242,142,28
242,143,28
242,143,28
242,143,28
242,143,28
242,144,28
242,144,28
242,144,27
242,145,27
242,145,27
242,145,27
242,145,27
241,146,27
241,146,27
241,146,27
241,146,27
241,147,27
241,147,27
241,147,26
241,148,26
241,148,26
241,148,26
241,148,26
241,149,26
241,149,26
241,149,26
241,150,26
241,150,26
240,150,26
240,150,26
240,151,25
240,151,25
240,151,25
240,151,25
240,152,25
240,152,25
